Student_ID,Application_order,Previous_qualification_grade,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Scholarship_holder,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Marital_status_Married,Marital_status_Separated/Widowed,Marital_status_Single,Application_mode_1st phase - general contingent,Application_mode_1st phase - special contingent (Azores Island),Application_mode_1st phase - special contingent (Madeira Island),Application_mode_2nd phase - general contingent,Application_mode_3rd phase - general contingent,Application_mode_Change of course,Application_mode_Change of institution/course,Application_mode_Change of institution/course (International),Application_mode_Holders of other higher courses,Application_mode_International student (bachelor),"Application_mode_Ordinance No. 533-A/99, item b2) (Different Plan)","Application_mode_Ordinance No. 533-A/99, item b3 (Other Institution)",Application_mode_Ordinance No. 612/93,Application_mode_Ordinance No. 854-B/99,Application_mode_Over 23 years old,Application_mode_Short cycle diploma holders,Application_mode_Technological specialization diploma holders,Application_mode_Transfer,Course_Advertising and Marketing Management,Course_Agronomy,Course_Animation and Multimedia Design,Course_Basic Education,Course_Biofuel Production Technologies,Course_Communication Design,Course_Equinculture,Course_Informatics Engineering,Course_Journalism and Communication,Course_Management,Course_Management (evening attendance),Course_Nursing,Course_Oral Hygiene,Course_Social Service,Course_Social Service (evening attendance),Course_Tourism,Course_Veterinary Nursing,Daytime_evening_attendance_DayTime,Daytime_evening_attendance_Evening,Previous_qualification_Associate Degree,Previous_qualification_Bachelor Degree,Previous_qualification_Master Degree,Previous_qualification_Senior High School,Nacionality_Angolan,Nacionality_Brazilian,Nacionality_Cape Verdean,Nacionality_Colombian,Nacionality_Cuban,Nacionality_Dutch,Nacionality_English,Nacionality_German,Nacionality_Guinean,Nacionality_Italian,Nacionality_Lithuanian,Nacionality_Mexican,Nacionality_Moldova (Republic of),Nacionality_Mozambican,Nacionality_Portuguese,Nacionality_Romanian,Nacionality_Russian,Nacionality_Santomean,Nacionality_Spanish,Nacionality_Turkish,Nacionality_Ukrainian,Mothers_qualification_Associate Degree,Mothers_qualification_Bachelor Degree,Mothers_qualification_Master Degree,Mothers_qualification_Senior High School,Fathers_qualification_Associate Degree,Fathers_qualification_Bachelor Degree,Fathers_qualification_Master Degree,Fathers_qualification_Senior High School,Mothers_occupation_Blue Collar,Mothers_occupation_Homemaker,Mothers_occupation_Professional,Mothers_occupation_White Collar,Fathers_occupation_Blue Collar,Fathers_occupation_Professional,Fathers_occupation_Unemployed,Fathers_occupation_White Collar,Gender_Female,Gender_Male,Age_at_enrollment_17-25,Age_at_enrollment_26-35,Age_at_enrollment_36-45,Age_at_enrollment_46-55,Age_at_enrollment_55+
1000011,-0.6191763250376455,0.5160946155584659,0.27089275974270816,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,-0.09254627208812184,-0.5817253447705187,0.5195687010955878,0.21338513164510148,0.0,0.0,-0.12298238836154035,-0.2637218927208684,0.2035930169935292,0.9939607438067385,0.0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000012,-0.6191763250376455,0.27782998622234223,-0.5365298879033771,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,1.1750224824563091,-0.03717330810848436,0.8864011194880042,0.5949985051393687,0.0,0.0,1.1379077300891045,0.007984128098209756,0.8895758861324269,0.619811583450452,0.0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000013,0.46933393205217905,0.039565356886218546,0.2423114270826693,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,-0.09254627208812184,-0.5817253447705187,-1.6814258092589098,-1.9236497599227986,0.0,0.0,-0.12298238836154035,-2.1656640384544152,-1.511364155853715,-1.78640131376842,0.0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000014,-0.6191763250376455,-1.7871301346907298,-1.0724298752790975,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,-0.09254627208812184,-0.30944932643950157,0.5195687010955878,-0.5498416153434345,0.0,0.0,-0.12298238836154035,0.007984128098209756,0.2035930169935292,-0.2206684144513509,0.0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000015,-0.6191763250376455,1.3103100466788782,0.7353394154683325,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,-0.7263306493603373,-0.30944932643950157,-0.21409613568924468,0.6104693175783258,0.0,0.0,-0.7534274475868629,-0.8071339343590247,0.2035930169935292,0.1589031975043021,0.0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000016,-0.6191763250376455,-0.43696390178602884,-0.4364952235932422,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,-0.09254627208812184,-0.5817253447705187,0.1527362827031716,0.588810180163786,0.0,0.0,-0.12298238836154035,-0.2637218927208684,-1.511364155853715,-1.78640131376842,0.0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000017,-0.6191763250376455,0.3572515293343835,0.7567754149633621,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,-0.09254627208812184,0.50737872855355,-1.3145933908664935,0.06899088221483775,0.0,0.0,-0.12298238836154035,1.6382202530126786,-0.8253812867148174,-0.2206684144513509,0.0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000018,0.46933393205217905,0.198408443110301,0.03509676529739134,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,0.5412381051840937,-0.03717330810848436,0.8864011194880042,0.6348358471696829,0.0,0.0,1.1379077300891045,0.007984128098209756,1.2325673207018757,1.124912949931439,0.0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000019,-0.6191763250376455,0.3572515293343835,0.6781767501482568,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,-0.7263306493603373,-0.03717330810848436,-0.21409613568924468,0.285582256360233,0.0,0.0,-0.7534274475868629,0.007984128098209756,-0.13939841757591964,0.2537961004932154,0.0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000020,-0.6191763250376455,0.5955161586705071,-0.1578272301578682,0.9075119316119963,0.0,0.0,0.0,0.0,0.0,0.0,0.5412381051840937,-0.30944932643950157,0.5195687010955878,-0.075403367215426,0.0,0.0,0.5074626708637822,0.007984128098209756,0.546584451562978,0.7282606154377816,0.0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
